,index,content
2113,2145,also my college has an incubation centre
2114,2146,mai apne clg ki baat kar raha hun
2115,2147,is your college a fucking hill station
2116,2148,that same thing
2117,2149,ab tum log toh mat karo
2118,2150,abhi abhi mera clg wale chutiyo ne roast kiya hai
2119,2151,u feel dumber
2120,2152,par padha nahi jaa raha
2121,2153,mai bahut koshish kar raha hun jee ka padhne ka
2122,2154,vc par kya kar rahe ho
2123,2155,thank me later
2124,2156,yes you should
2125,2157,that too international
2126,2158,more recognition in that
2127,2159,talont isiliye cuz engineers can literally do anything except engineering
2128,2160,i am smart
2129,2161,iit  indian institute of talont
2130,2162,nitnational institute of talent
2131,2163,iit indian institute of technology
2132,2164,by clicking on my face
2133,2165,iiitindian institute of intense tourture
2134,2166,class karne
2135,2167,honge bhi toh nahi jaunga mai
2136,2168,considering myself that i am in iit
2137,2169,sat and sun ko
2138,2170,lmao sabke nahi hote
2139,2171,me neither
2140,2172,i know that
2141,2173,thats what you want to say
2142,2174,apun ko sab ghar baithe pata chal jaata hai
2143,2175,apun bhagwaan hai
2144,2176,aisa maine padha aur suna tha
2145,2177,doesnt have that
2146,2178,even iiit lucknow
2147,2179,ppp mode mein koi aur college nahi jiska lms hai
2148,2180,ppppublic pvt parternership
2149,2181,ppp mode new iiits
2150,2182,ppp mode mein mera pehla college hai jiska khud ka lms hai
2151,2183,iski toh koi izzat hi nahi hai
2152,2184,sab isi mein hai
2153,2185,mereko whatsapp wagehra use karne ki jarurat nahi hai
2154,2186,iske ander hi messages ka ek app hai
2155,2187,ooo bahi kya tagda lmas
2156,2188,matlab classes shuru
2157,2189,mere kallege ka lms
2158,2190,anyone up for valorant
2159,2191,cuz mai bahut jaada bore ho raha hun
2160,2192,kuch khelnedekhnesunne
2161,2193,everyone aaj vc par koi aayyega
2162,2194,waha se nikal kar de dunga
2163,2195,mere college ka khud ka virtual library hai
2164,2196,koi reference book chahiye toh boliyo
2165,2197,tony kakkar ka coca cola sun le apne aap rona aa jaayega
2166,2198,welcome to the online world
2167,2199,u should be sad
2168,2200,mast cheating karunga
2169,2201,saala ek bhi vacancy nahi bachi bhenchod  dtu mein
2170,2202,kitne ghante ki classes hoti hai
2171,2203,u spoke ulta
2172,2204,isiliye mai dtu jaana chahata tha
2173,2205,warna kuch nahi khulega
2174,2206,khulenge toh sab khulenge
2175,2207,aisa kabhi ho sakta hai kya
2176,2208,aur sirf dtu khula rehta
2177,2209,pure india ke hazaro colleges band rehte
2178,2210,ye toh hona hi tha
2180,2212,actually meeting me is a mistake that all of you made
2181,2213,i know everything
2182,2214,me very smart
2183,2215,technically right
2184,2216,ye dekhkar hi meri phati padi hai
2185,2217,but geometric shapes and human and animal figures nahi bante merese
2186,2218,waise toh mai drawing mein aacha hun
2187,2219,ab ye sab bhi karna padega kya
2188,2220,mai bhi aa raha
2189,2221,apni duwidha bata
2190,2222,tu vc par aa aur
2191,2223,mai bore ho raha hun bahut jaada
2192,2224,aaoge kya kuch khelne
2193,2225,he ate opium
2194,2226,isko ignore karta hun
2195,2227,aur paisa hi paisa hoga
2196,2228,waha pe mast scope hai indians ke liye
2197,2229,german padhaye
2198,2230,waha ki economy bhi itni aachi nahi
2199,2231,french padhayenge
2200,2232,mai bhi foreign language ki class mein idhar gyaan baatne aa jaaunga
2201,2233,itna bore ho raha hoga wahan toh yaha aa gaya
2202,2234,haan tabhi toh
2203,2235,something very stong
2204,2236,cuz mereko dikhayi de raha hai ki you are not enjoying it
2205,2237,meningitis hote hai and then csf and then brain
2206,2238,cranium ke ander muscles nahi hote waise
2207,2239,aur ye tu khud likh raha hai
2208,2240,seedha seedha bol na
2209,2241,kuch karne ke liye hai nahi mere paas
2210,2242,koi khelega kya games
2211,2243,bak deta hun jo bhi mere dimaag mein ho
2212,2244,ki mai bina kuch samghe
2213,2245,ye samagh aaya
2214,2246,bcz there is no point in learning that
2215,2247,but foreign language ki class toh mai ab bhi nahi karne wala
2216,2248,yeah got it
2217,2249,but didnt got even a single word out of this
2218,2250,i read the whole paragraph
2219,2251,what the fuck is this
2220,2252,that my college is providing me
2221,2253,so i think i should focus on communication skills
2222,2254,i suck at english vocab
2223,2255,alag alag hote hai kya
2224,2256,my maths is very weak and so mereko college ke maths pe focus dena chauiye
2225,2257,cuz nahi hoga ek saath
2226,2258,not to prepare for jee anymore
2227,2259,apparently i have decided
2228,2260,as you say
2229,2261,mai bhi aajkal bahut sed hun
2230,2262,lekin problem bata
2231,2263,mai free toh nahi hun
2232,2264,kya social thing
2233,2265,me i am alive
2234,2266,anyone ready
2235,2267,i want to play valo now
2236,2268,parents pagal hai mere
2237,2269,uski wajah se
2238,2270,waise bhi mereko bhi daat pad rahi hai
2239,2271,mood kharab hai
2240,2272,kyu maje le raha hai keh raha hun na ki
2241,2273,tum logo ke saath
2242,2274,mood theek karne ke liye hi toh mai aata hun chill karne
2243,2275,yaar mood mat kharab kar waise hi kharab hai
2244,2276,thats what i wanted to say
2245,2277,mai aa jaaunga but mute rahunga
2246,2278,toh mai mute rahunga
2247,2279,badmaashi kar raha tha
2248,2280,bhai ko pita jaa raha hai
2249,2281,aur mai laptop chala raha hun
2250,2282,bhai pit raha hai bhi
2251,2283,mute rahunga
2252,2284,mai kuch bol nahi paaunga
2253,2285,u didnt clarify
2254,2286,warna case pad jaayega
2255,2287,ok toh phir toh band karna hi padega
2256,2288,i mean school ke kisi bacche ko hua hai kya
2257,2289,school mein case report hua hai kya
2258,2290,seedha seedha bolo
2259,2291,bakwaas nahi
2260,2292,school mein kisi ko ho gaya kya omicron
2261,2293,i want specifically for me
2262,2294,i meant help me in coding and building my level in cse
2263,2295,you bastard
2264,2296,that seducing part too
2265,2297,please help me become the ceo of google in legal way
2266,2298,please dont do that
2267,2299,you fucking artists
2268,2300,genius iiitians
2269,2301,dumb iitians
2270,2302,gotta study
2271,2303,cuz the college is good
2272,2304,for now partial drop not my first priority
2273,2305,lets see what happens
2274,2306,yeah i know
2275,2307,biggest challenge
2276,2308,now i need to do integration
2277,2309,i completed lcd
2278,2310,of college
2279,2311,and some tests
2280,2312,just need to revise and pyq
2281,2313,i know that syllabus
2282,2314,calculus and coordinate geometry
2283,2315,just need to focus on organic electrostatics and modern physics
2284,2316,apply brain bro
2285,2317,i said that if that happens
2286,2318,so i am coding and practising math
2287,2319,as of now i have nothing to do
2288,2320,i will not give jee
2289,2321,if i will feel pressurized with clg lec
2290,2322,and that too not necessary
2291,2323,partial drop
2292,2324,real physicist
2293,2325,i loved physics but took cse instead
2294,2326,i am a fool
2295,2327,in where game mechanics play an important part
2296,2328,like unity
2297,2329,i mean mechanics is used mostly in game development
2298,2330,aacha but kyu
2299,2331,this indian education system and its curricculum
2300,2332,and that too classical mechanics
2301,2333,then why the fuck they are teaching him physics
2302,2334,chennai mathematical institute
2303,2335,you are at cmi right
2304,2336,mai raat ko apna big brain apply karke karunga is question ko
2305,2337,wouldnt the case be like this
2306,2338,it happens no need to cry
2307,2339,aacha okay
2308,2340,you said the msg before
2309,2341,for finding the mean positions of the bob
2310,2342,equilibrium bruuuuh
2311,2343,i consider good myself in mechanics
2312,2344,send the question
2313,2345,me at my corporate coding job
2314,2346,arre mai sticker kyu nahi daal paa raha
2315,2347,so it begins
2316,2348,kolkata pahuch gaya na tu
2317,2349,i am biswa i literally can do anything
2318,2350,i will not let them care
2319,2351,thats why no one cares about it
2320,2352,like a massive wave of common cold
2321,2353,i pray to god to start corona which doest kills but infects
2322,2354,sirf pajama pehne ga ya aur kuch bhi
2323,2355,aa ja pajama pehenkar
2324,2356,bcz college mein kuch chutiye baache hai jinse mai bilkul milna nahi chahata
2325,2357,jo college pehenkar jaayega wahi pehenkar aa jaiyo
2326,2358,maine isiliye apne college ka grp leave kar diya
2327,2359,modern  cambridge
2328,2360,juniors of school
2329,2361,juniors  seniors
2330,2362,me crying in the corner after getting roasted by everyone in my class  college
2331,2363,siri is so silly
2332,2364,what is this
2333,2365,covid ke time mein nahi dete the mai gaya tha pichle saal rajdhani mein
2334,2366,after then flight
2335,2367,i will also go to my college at first from train
2336,2369,i said the truth
2337,2370,thats what makes you unique
2338,2371,you are the only one who went to a college with cbse
2339,2372,yes we are the most notable alumni of the school
2340,2373,aap apne iit kgp cse pe focus kare
2341,2374,maaf karna
2342,2375,gusse mein thoda idhar udhar nikal jaata hun
2343,2376,mat maaro mereko itni jaldi
2344,2377,duniya dekhni hai
2345,2378,no one is gonna lynch me  online
2346,2379,i got that
2347,2380,aacha mob lynching wala lynched
2348,2381,plz explain lynched
2349,2382,i dont kare
2350,2383,or should i say considering spiderman equivalent to me
2351,2384,thanks for considering me equivalent to spiderman
2352,2385,lets stop the train
2353,2386,he left i guess
2354,2387,as i myself is now a partial dropper officially
2355,2388,if i speak to them like i speak with you it will get them depression
2356,2389,i will tell them to refer debjeet for that
2357,2390,its easier to give advice than follow one
2358,2391,school ka thoda promotion bhi ho jayega
2359,2392,du mein bahut jaada mast life milegi
2360,2393,i will say jee mat do aur du chale jao bc
2361,2394,in house games lol
2362,2395,mereko stage fear bahut jaada hai
2363,2396,i am not going to do the speech part
2364,2397,speeech wagehra bhi dena padega kya humko
2365,2398,maza aayega
2366,2399,better everything
2367,2400,better life
2368,2401,europe is best
2369,2402,europe will be better
2370,2403,or younger than that
2371,2404,thats my goal
2372,2405,me going to usa
2373,2406,today itself
2374,2407,me joining crypto club in college
2375,2408,hypocricy ki bhi seema hoti hai
2376,2409,that too cse
2377,2410,me crying in the corner
2378,2411,you were insulting me
2379,2412,aacha got that
2380,2413,iiit kerala is iiit kottayam
2381,2414,bcz no vacancy left in jac
2382,2415,i am going to iiit kerala
2383,2416,its final guys
2384,2417,if there will be food then i am in
2385,2418,ye toh hona hi tha
2386,2419,its college and its online
2387,2420,i am occupied
2388,2421,aur bina save kiye compile kar raha tha
2389,2422,maine file save hi nahi kiya tha lol
2390,2423,issue resolved
2391,2424,usi din migration le lunga
2392,2425,haan just like me
2393,2426,mereko aa gaya tha kal uska
2394,2427,lagta hai saare msg mereko hi bhej diye
2395,2428,prepare a speech souro
2396,2429,you are the most notable one
2397,2430,me feeling sad and crying in the corner after getting roasted by everyone
2398,2431,jo aa raha hai
2399,2432,ispe react karo
2400,2433,migration lene
2401,2434,kaun kaun aa raha hai kal
2402,2435,kya matlab
2403,2436,nice to see that you are like us too
2404,2437,thats your character certificate in one word
2405,2438,dekh maine kya likha hai
2406,2439,big brain time
2407,2441,dobara nsfw
2408,2442,ye aa raha hai
2409,2443,mai nahi chala paa raha
2410,2444,ye channels ko nsfw kyu kiya
2411,2445,iska banao bhai
2412,2446,it means something wrong
2413,2447,feeling embarrassed
2414,2448,iska banao koi
2415,2449,yeah i know i am amazing
2416,2450,gundo ki tarah lmao
2417,2451,aryan pandey ko dekhkar aisa lag raha hai ki woh ki ladki ko check out kar raha hai
2418,2452,mere college mein microsoft and iit guwahati ek pura lec series de rahe hai
2419,2453,you got that everyone
2420,2454,please mereko beizzat karna band karo
2421,2455,this was totally a shit
2422,2456,chips ka packet makes noise
2423,2457,is that a grave problem
2424,2458,itna sab kuch karne ke baad bhi kuch nahi hua
2425,2459,koi bhala aadmi bata do kaise karu
2426,2460,this type of questions thats why i dont like calculus
2427,2461,lets make a new emoji
2428,2462,new meme idea
2429,2463,mute kaise karu
2430,2464,baad mein join karunga
2431,2465,kick me from the server
2432,2466,benchod mereko
2433,2467,i am gonna take a course for that
2434,2468,iska kya matlab hai
2435,2469,he cannot even ask hi own mother for his birthday pics
2436,2470,aaryan is introvert
2437,2471,i am officially an emoji now
2438,2472,karo bhai jo karna hai
2439,2473,i wont tolerate this
2440,2474,jaada ho raha hai
2441,2475,saale delete kar de
2442,2476,gaseous state bruh
2443,2477,kisi ne dekha nahi hoga
2444,2478,kya pharak padta hai
2445,2479,mai gaya padhne
2446,2480,ye bangali
2447,2481,malayalam hai
2448,2482,khud kar le
2449,2483,thats for debjeet
2450,2486,ye kya hai
2451,2487,itna bhi hindi nahi samagh aati
2452,2488,work on it
2453,2489,then wtf are you waiting for
2454,2490,jaada angrezi nahi aati hai humko
2455,2491,simple shabdo kya prayog kare
2456,2492,basically my roast
2457,2493,big brains will understand
2458,2494,typical coding skills to make money
2459,2495,why shouldnt i
2460,2496,you are a typo
2461,2497,he wrote i have a beautiful voice thats a typo
2462,2498,he has a beautiful voice thats a typo
2463,2499,got roasted
2464,2500,its a general question
2465,2501,mai abhi padh hi raha tha
2466,2502,koi waha se nfs hata do
2467,2503,aur ab woh mwreko nahi likhne de raha
2468,2504,maine biswa piro wale channel par nfs laga diya
2469,2505,i did a shit thing
2470,2506,i dont care
2471,2507,aur yaha iiit wale phaltu mein mera mess and hostel fees lekar baithe hue hai lmao
2472,2508,ye du wale tum logo ko leke jaa rahe national park
2473,2509,i am considering you are roasting debjeet and souro
2474,2510,thoda dimaag lagaya kar
2475,2511,aryan pandey ka hai
2476,2512,wish nahi karna tha kya
2477,2513,happy birthday
2478,2514,kiska happy birthday hai
2479,2515,being dark
2480,2516,i dont care
2481,2517,kya coder banega re tu
2482,2518,macbook ka software
2483,2519,pata chala ki macbook ka khud ka developing software hai
2484,2520,xcode ke baare mein puch raha tha
2485,2521,koi baacha
2486,2522,woh unity par game banate hai
2487,2523,maine baat bhi kari
2488,2524,abe bhosand pappu
2489,2525,coders are owls
2490,2526,maine apne college ka game development  club join kiya
2491,2527,i am doing late night study
2492,2528,but thoda samay lagega
2493,2529,create a thread named help biswa cheat
2494,2530,this samsung autocorrect sucks
2495,2531,i have all the answers in my mimd
2496,2532,i want to boost my thinking
2497,2533,ask me another coding question
